original_column,original_row,Gene,column,row,q,target
14,5,YKL117W,28,9,B,Sho1
14,6,YBL017C,28,11,B,Sho1
14,7,YER118C,28,13,B,Sho1
14,8,YGR250C,28,15,B,Sho1
14,9,YGR238C,28,17,B,Sho1
14,10,YLR436C,28,19,B,Sho1
14,11,YLR324W,28,21,B,Sho1
14,12,YKL054C,28,23,B,Sho1
14,13,YLR166C,28,25,B,Sho1
14,14,YBR177C,28,27,B,Sho1
14,15,YGR229C,28,29,B,Sho1
14,16,border,28,31,B,Sho1
15,1,border,30,1,B,Sho1
15,2,YLL048C,30,3,B,Sho1
15,3,YGR037C,30,5,B,Sho1
15,4,YGR037C,30,7,B,Sho1
15,5,YKL013C,30,9,B,Sho1
15,6,YLR119W,30,11,B,Sho1
15,7,YDL226C,30,13,B,Sho1
15,8,YLR330W,30,15,B,Sho1
15,9,YDL065C,30,17,B,Sho1
15,10,YIL033C,30,19,B,Sho1
15,11,YDL199C,30,21,B,Sho1
15,12,YNR007C,30,23,B,Sho1
15,13,YKR048C,30,25,B,Sho1
15,14,YJL210W,30,27,B,Sho1
15,15,YNL243W,30,29,B,Sho1
15,16,border,30,31,B,Sho1
16,1,border,32,1,B,Sho1
16,2,YBR130C,32,3,B,Sho1
16,3,YGR238C,32,5,B,Sho1
16,4,YAR042W,32,7,B,Sho1
16,5,YNL307C,32,9,B,Sho1
16,6,YCR002C,32,11,B,Sho1
16,7,YER114C,32,13,B,Sho1
16,8,YFR040W,32,15,B,Sho1
16,9,YJR083C,32,17,B,Sho1
16,10,YKL051W,32,19,B,Sho1
16,11,YHR114W,32,21,B,Sho1
16,12,YBL007C,32,23,B,Sho1
16,13,YJL095W,32,25,B,Sho1
16,14,YAR014C,32,27,B,Sho1
16,15,YNL243W,32,29,B,Sho1
16,16,border,32,31,B,Sho1
17,1,border,34,1,B,Sho1
17,2,YNR007C,34,3,B,Sho1
17,3,YGR281W,34,5,B,Sho1
17,4,YJL020C,34,7,B,Sho1
17,5,YOR035C,34,9,B,Sho1
17,6,YJL164C,34,11,B,Sho1
17,7,YNL084C,34,13,B,Sho1
17,8,YDR166C,34,15,B,Sho1
17,9,YFL010C,34,17,B,Sho1
17,10,YJL042W,34,19,B,Sho1
17,11,YJR076C,34,21,B,Sho1
17,12,YGL242C,34,23,B,Sho1
17,13,YDR507C,34,25,B,Sho1
17,14,YBR177C,34,27,B,Sho1
17,15,YOR081C,34,29,B,Sho1
17,16,border,34,31,B,Sho1
18,1,border,36,1,B,Sho1
18,2,YFR004W,36,3,B,Sho1
18,3,YMR080C,36,5,B,Sho1
18,4,YER166W,36,7,B,Sho1
18,5,YAR014C,36,9,B,Sho1
18,6,YBR023C,36,11,B,Sho1
18,7,YFR004W,36,13,B,Sho1
18,8,YFL010C,36,15,B,Sho1
18,9,YDL225W,36,17,B,Sho1
18,10,YBR130C,36,19,B,Sho1
18,11,YNL287W,36,21,B,Sho1
18,12,YIL033C,36,23,B,Sho1
18,13,YDR507C,36,25,B,Sho1
18,14,YAL005C,36,27,B,Sho1
18,15,YER118C,36,29,B,Sho1
18,16,border,36,31,B,Sho1
19,1,border,38,1,B,Sho1
19,2,YBL017C,38,3,B,Sho1
19,3,YOL100W,38,5,B,Sho1
19,4,YPR154W,38,7,B,Sho1
19,5,YLR119W,38,9,B,Sho1
19,6,YAL005C,38,11,B,Sho1
19,7,YMR192W,38,13,B,Sho1
19,8,YDL226C,38,15,B,Sho1
19,9,YLL048C,38,17,B,Sho1
19,10,YOR204W,38,19,B,Sho1
19,11,YBR177C,38,21,B,Sho1
19,12,YDR368W,38,23,B,Sho1
19,13,YCR088W,38,25,B,Sho1
19,14,YJL164C,38,27,B,Sho1
19,15,YHR016C,38,29,B,Sho1
19,16,border,38,31,B,Sho1
20,1,border,40,1,B,Sho1
20,2,YBR234C,40,3,B,Sho1
20,3,YNL229C,40,5,B,Sho1
20,4,YNL229C,40,7,B,Sho1
20,5,YNR007C,40,9,B,Sho1
20,6,YDL199C,40,11,B,Sho1
20,7,YDR129C,40,13,B,Sho1
20,8,YMR080C,40,15,B,Sho1
20,9,YDL229W,40,17,B,Sho1
20,10,YDL160C,40,19,B,Sho1
20,11,YOR181W,40,21,B,Sho1
20,12,YMR216C,40,23,B,Sho1
20,13,YER114C,40,25,B,Sho1
20,14,YKL013C,40,27,B,Sho1
20,15,YMR139W,40,29,B,Sho1
20,16,border,40,31,B,Sho1
21,1,border,42,1,B,Sho1
21,2,YLR119W,42,3,B,Sho1
21,3,YGR178C,42,5,B,Sho1
21,4,YLR144C,42,7,B,Sho1
21,5,YHR064C,42,9,B,Sho1
21,6,YNL094W,42,11,B,Sho1
21,7,YLR332W,42,13,B,Sho1
21,8,YJL151C,42,15,B,Sho1
21,9,YDL113C,42,17,B,Sho1
21,10,YPR184W,42,19,B,Sho1
21,11,YDL125C,42,21,B,Sho1
21,12,YOR081C,42,23,B,Sho1
21,13,YGL197W,42,25,B,Sho1
21,14,YCR030C,42,27,B,Sho1
21,15,YGR281W,42,29,B,Sho1
21,16,border,42,31,B,Sho1
22,1,border,44,1,B,Sho1
22,2,YNL243W,44,3,B,Sho1
22,3,YDL113C,44,5,B,Sho1
22,4,YJL210W,44,7,B,Sho1
22,5,YLR370C,44,9,B,Sho1
22,6,YNL298W,44,11,B,Sho1
22,7,YLR196W,44,13,B,Sho1
22,8,YBR234C,44,15,B,Sho1
22,9,YNL271C,44,17,B,Sho1
22,10,YJR076C,44,19,B,Sho1
22,11,YMR109W,44,21,B,Sho1
22,12,YDL160C,44,23,B,Sho1
22,13,YJL095W,44,25,B,Sho1
22,14,YNR007C,44,27,B,Sho1
22,15,YFL010C,44,29,B,Sho1
22,16,border,44,31,B,Sho1
23,1,border,46,1,B,Sho1
23,2,YLL040C,46,3,B,Sho1
23,3,YGR037C,46,5,B,Sho1
23,4,YML016C,46,7,B,Sho1
23,5,YLR330W,46,9,B,Sho1
23,6,YLR025W,46,11,B,Sho1
23,7,YER008C,46,13,B,Sho1
23,8,YCR088W,46,15,B,Sho1
23,9,YML016C,46,17,B,Sho1
23,10,YCR009C,46,19,B,Sho1
23,11,YLR330W,46,21,B,Sho1
23,12,YJL128C,46,23,B,Sho1
23,13,YJL095W,46,25,B,Sho1
23,14,YOR181W,46,27,B,Sho1
23,15,YPL249C,46,29,B,Sho1
23,16,border,46,31,B,Sho1
24,1,border,48,1,B,Sho1
24,2,border,48,3,B,Sho1
24,3,border,48,5,B,Sho1
24,4,border,48,7,B,Sho1
24,5,border,48,9,B,Sho1
24,6,border,48,11,B,Sho1
24,7,border,48,13,B,Sho1
24,8,border,48,15,B,Sho1
24,9,border,48,17,B,Sho1
24,10,border,48,19,B,Sho1
24,11,border,48,21,B,Sho1
24,12,border,48,23,B,Sho1
24,13,border,48,25,B,Sho1
24,14,border,48,27,B,Sho1
24,15,border,48,29,B,Sho1
24,16,border,48,31,B,Sho1
1,1,border,1,2,C,Sho1
1,2,border,1,4,C,Sho1
1,3,border,1,6,C,Sho1
1,4,border,1,8,C,Sho1
1,5,border,1,10,C,Sho1
1,6,border,1,12,C,Sho1
1,7,border,1,14,C,Sho1
1,8,border,1,16,C,Sho1
1,9,border,1,18,C,Sho1
1,10,border,1,20,C,Sho1
1,11,border,1,22,C,Sho1
1,12,border,1,24,C,Sho1
1,13,border,1,26,C,Sho1
1,14,border,1,28,C,Sho1
1,15,border,1,30,C,Sho1
1,16,border,1,32,C,Sho1
2,1,border,3,2,C,Sho1
2,2,YLR337C,3,4,C,Sho1
2,3,YNL271C,3,6,C,Sho1
2,4,YJL151C,3,8,C,Sho1
2,5,YJL155C,3,10,C,Sho1
2,6,YIL095W,3,12,C,Sho1
2,7,YGL206C,3,14,C,Sho1
2,8,YNL298W,3,16,C,Sho1
2,9,YCR002C,3,18,C,Sho1
2,10,YDR329C,3,20,C,Sho1
2,11,YER118C,3,22,C,Sho1
2,12,YCR009C,3,24,C,Sho1
2,13,YDR515W,3,26,C,Sho1
2,14,YPL115C,3,28,C,Sho1
2,15,YAR042W,3,30,C,Sho1
2,16,border,3,32,C,Sho1
3,1,border,5,2,C,Sho1
3,2,YER118C,5,4,C,Sho1
3,3,YGR037C,5,6,C,Sho1
3,4,YBL017C,5,8,C,Sho1
3,5,YGR250C,5,10,C,Sho1
3,6,YNL138W,5,12,C,Sho1
3,7,YNL298W,5,14,C,Sho1
3,8,YDR265W,5,16,C,Sho1
3,9,YLR144C,5,18,C,Sho1
3,10,YIR006C,5,20,C,Sho1
3,11,YJL210W,5,22,C,Sho1
3,12,YGR238C,5,24,C,Sho1
3,13,YPR108W,5,26,C,Sho1
3,14,YHR114W,5,28,C,Sho1
3,15,YMR192W,5,30,C,Sho1
3,16,border,5,32,C,Sho1
4,1,border,7,2,C,Sho1
4,2,YPL249C,7,4,C,Sho1
4,3,YOR229W,7,6,C,Sho1
4,4,YER166W,7,8,C,Sho1
4,5,YML016C,7,10,C,Sho1
4,6,YJL128C,7,12,C,Sho1
4,7,YBR130C,7,14,C,Sho1
4,8,YER008C,7,16,C,Sho1
4,9,YNL094W,7,18,C,Sho1
4,10,YBR102C,7,20,C,Sho1
4,11,YLL048C,7,22,C,Sho1
4,12,YKR001C,7,24,C,Sho1
4,13,YLR314C,7,26,C,Sho1
4,14,YDL065C,7,28,C,Sho1
4,15,YNL287W,7,30,C,Sho1
4,16,border,7,32,C,Sho1
5,1,border,9,2,C,Sho1
5,2,YGR037C,9,4,C,Sho1
5,3,YMR216C,9,6,C,Sho1
5,4,YMR080C,9,8,C,Sho1
5,5,YFR024C-A,9,10,C,Sho1
5,6,YHL002W,9,12,C,Sho1
5,7,YLR144C,9,14,C,Sho1
5,8,YER114C,9,16,C,Sho1
5,9,YEL015W,9,18,C,Sho1
5,10,YDR515W,9,20,C,Sho1
5,11,YLR370C,9,22,C,Sho1
5,12,YLR258W,9,24,C,Sho1
5,13,YNL238W,9,26,C,Sho1
5,14,YGR238C,9,28,C,Sho1
5,15,YIL062C,9,30,C,Sho1
5,16,border,9,32,C,Sho1
6,1,border,11,2,C,Sho1
6,2,YDL146W,11,4,C,Sho1
6,3,YGL242C,11,6,C,Sho1
6,4,YER008C,11,8,C,Sho1
6,5,YGL252C,11,10,C,Sho1
6,6,YJL155C,11,12,C,Sho1
6,7,YER008C,11,14,C,Sho1
6,8,YIR003W,11,16,C,Sho1
6,9,YOR035C,11,18,C,Sho1
6,10,YER149C,11,20,C,Sho1
6,11,YKR082W,11,22,C,Sho1
6,12,YBL017C,11,24,C,Sho1
6,13,YNL243W,11,26,C,Sho1
6,14,YFR040W,11,28,C,Sho1
6,15,YDL226C,11,30,C,Sho1
6,16,border,11,32,C,Sho1
7,1,border,13,2,C,Sho1
7,2,YPR184W,13,4,C,Sho1
7,3,YAL005C,13,6,C,Sho1
7,4,YEL015W,13,8,C,Sho1
7,5,YNL255C,13,10,C,Sho1
7,6,YNL255C,13,12,C,Sho1
7,7,YKL013C,13,14,C,Sho1
7,8,YAR014C,13,16,C,Sho1
7,9,YOR229W,13,18,C,Sho1
7,10,YPR055W,13,20,C,Sho1
7,11,YER149C,13,22,C,Sho1
7,12,YJR083C,13,24,C,Sho1
7,13,YLR206W,13,26,C,Sho1
7,14,YBL085W,13,28,C,Sho1
7,15,YDL229W,13,30,C,Sho1
7,16,border,13,32,C,Sho1
8,1,border,15,2,C,Sho1
8,2,YJL155C,15,4,C,Sho1
8,3,YML035C,15,6,C,Sho1
8,4,YDL065C,15,8,C,Sho1
8,5,YLR337C,15,10,C,Sho1
8,6,YOL147C,15,12,C,Sho1
8,7,YCL024W,15,14,C,Sho1
8,8,YNL106C,15,16,C,Sho1
8,9,YBL007C,15,18,C,Sho1
8,10,YBR234C,15,20,C,Sho1
8,11,YDL199C,15,22,C,Sho1
8,12,YAL041W,15,24,C,Sho1
8,13,YFR040W,15,26,C,Sho1
8,14,YAL005C,15,28,C,Sho1
8,15,YJL201W,15,30,C,Sho1
8,16,border,15,32,C,Sho1
9,1,border,17,2,C,Sho1
9,2,YNL084C,17,4,C,Sho1
9,3,YLL040C,17,6,C,Sho1
9,4,YBL017C,17,8,C,Sho1
9,5,YGL197W,17,10,C,Sho1
9,6,YCL034W,17,12,C,Sho1
9,7,YDR170C,17,14,C,Sho1
9,8,YOR039W,17,16,C,Sho1
9,9,YDL146W,17,18,C,Sho1
9,10,YDR265W,17,20,C,Sho1
9,11,YLR324W,17,22,C,Sho1
9,12,YNL098C,17,24,C,Sho1
9,13,YNL229C,17,26,C,Sho1
9,14,YAL041W,17,28,C,Sho1
9,15,YFR024C-A,17,30,C,Sho1
9,16,border,17,32,C,Sho1
10,1,border,19,2,C,Sho1
10,2,YBL039C,19,4,C,Sho1
10,3,YLR436C,19,6,C,Sho1
10,4,YGR210C,19,8,C,Sho1
10,5,YLR025W,19,10,C,Sho1
10,6,YHR016C,19,12,C,Sho1
10,7,YPL115C,19,14,C,Sho1
10,8,YJR083C,19,16,C,Sho1
10,9,YJL128C,19,18,C,Sho1
10,10,YCR088W,19,20,C,Sho1
10,11,YOR181W,19,22,C,Sho1
10,12,YOL147C,19,24,C,Sho1
10,13,YBR130C,19,26,C,Sho1
10,14,YCR002C,19,28,C,Sho1
10,15,YKL013C,19,30,C,Sho1
10,16,border,19,32,C,Sho1
11,1,border,21,2,C,Sho1
11,2,YGL060W,21,4,C,Sho1
11,3,YDR388W,21,6,C,Sho1
11,4,YGL099W,21,8,C,Sho1
11,5,YNL229C,21,10,C,Sho1
11,6,YCL034W,21,12,C,Sho1
11,7,YGR250C,21,14,C,Sho1
11,8,YKL129C,21,16,C,Sho1
11,9,YPL246C,21,18,C,Sho1
11,10,YDL229W,21,20,C,Sho1
11,11,YNL094W,21,22,C,Sho1
11,12,YDR379W,21,24,C,Sho1
11,13,YHR114W,21,26,C,Sho1
11,14,YNL138W,21,28,C,Sho1
11,15,YKR082W,21,30,C,Sho1
11,16,border,21,32,C,Sho1
12,1,border,23,2,C,Sho1
12,2,YCR030C,23,4,C,Sho1
12,3,YLR166C,23,6,C,Sho1
12,4,YIR003W,23,8,C,Sho1
12,5,YAR042W,23,10,C,Sho1
12,6,YOR284W,23,12,C,Sho1
12,7,YER149C,23,14,C,Sho1
12,8,YHR114W,23,16,C,Sho1
12,9,YLR196W,23,18,C,Sho1
12,10,YDR265W,23,20,C,Sho1
12,11,YIL062C,23,22,C,Sho1
12,12,YOL100W,23,24,C,Sho1
12,13,YNL138W,23,26,C,Sho1
12,14,YMR026C,23,28,C,Sho1
12,15,YGL206C,23,30,C,Sho1
12,16,border,23,32,C,Sho1
13,1,border,25,2,C,Sho1
13,2,YIR003W,25,4,C,Sho1
13,3,YKR048C,25,6,C,Sho1
13,4,YLR166C,25,8,C,Sho1
13,5,YGL099W,25,10,C,Sho1
13,6,YHR114W,25,12,C,Sho1
13,7,YOR039W,25,14,C,Sho1
13,8,YNL138W,25,16,C,Sho1
13,9,YNL298W,25,18,C,Sho1
13,10,YDL229W,25,20,C,Sho1
13,11,YDR166C,25,22,C,Sho1
13,12,YNL229C,25,24,C,Sho1
13,13,YGR238C,25,26,C,Sho1
13,14,YJR083C,25,28,C,Sho1
13,15,YCL024W,25,30,C,Sho1
13,16,border,25,32,C,Sho1
14,1,border,27,2,C,Sho1
14,2,YJR076C,27,4,C,Sho1
14,3,YCL034W,27,6,C,Sho1
14,4,YML131W,27,8,C,Sho1
14,5,YDR368W,27,10,C,Sho1
14,6,YIL062C,27,12,C,Sho1
14,7,YCR002C,27,14,C,Sho1
14,8,YOR042W,27,16,C,Sho1
14,9,YLR324W,27,18,C,Sho1
14,10,YLR191W,27,20,C,Sho1
14,11,YML131W,27,22,C,Sho1
14,12,YGR210C,27,24,C,Sho1
14,13,YOL147C,27,26,C,Sho1
14,14,YMR139W,27,28,C,Sho1
14,15,YLL039C,27,30,C,Sho1
14,16,border,27,32,C,Sho1
15,1,border,29,2,C,Sho1
15,2,YFR024C-A,29,4,C,Sho1
15,3,YKR082W,29,6,C,Sho1
15,4,YIL095W,29,8,C,Sho1
15,5,YML016C,29,10,C,Sho1
15,6,YIL033C,29,12,C,Sho1
15,7,YJL210W,29,14,C,Sho1
15,8,YJL095W,29,16,C,Sho1
15,9,YKR082W,29,18,C,Sho1
15,10,YOR181W,29,20,C,Sho1
15,11,YJL210W,29,22,C,Sho1
15,12,YLR191W,29,24,C,Sho1
15,13,YCR030C,29,26,C,Sho1
15,14,YIL033C,29,28,C,Sho1
15,15,YDL225W,29,30,C,Sho1
15,16,border,29,32,C,Sho1
16,1,border,31,2,C,Sho1
16,2,YPL115C,31,4,C,Sho1
16,3,YNL287W,31,6,C,Sho1
16,4,YMR109W,31,8,C,Sho1
16,5,YAR042W,31,10,C,Sho1
16,6,YPL115C,31,12,C,Sho1
16,7,YLL039C,31,14,C,Sho1
16,8,YNL020C,31,16,C,Sho1
16,9,YLR337C,31,18,C,Sho1
16,10,YPR108W,31,20,C,Sho1
16,11,YNL238W,31,22,C,Sho1
16,12,YDR515W,31,24,C,Sho1
16,13,YOR039W,31,26,C,Sho1
16,14,YDL160C,31,28,C,Sho1
16,15,YLR324W,31,30,C,Sho1
16,16,border,31,32,C,Sho1
17,1,border,33,2,C,Sho1
17,2,YGR250C,33,4,C,Sho1
17,3,YLR332W,33,6,C,Sho1
17,4,YJL151C,33,8,C,Sho1
17,5,YDL199C,33,10,C,Sho1
17,6,YGL242C,33,12,C,Sho1
17,7,YDR388W,33,14,C,Sho1
17,8,YGL242C,33,16,C,Sho1
17,9,YNL238W,33,18,C,Sho1
17,10,YIL033C,33,20,C,Sho1
17,11,YDR329C,33,22,C,Sho1
17,12,YOR039W,33,24,C,Sho1
17,13,YDL229W,33,26,C,Sho1
17,14,YDR388W,33,28,C,Sho1
17,15,YKR001C,33,30,C,Sho1
17,16,border,33,32,C,Sho1
18,1,border,35,2,C,Sho1
18,2,YPL249C,35,4,C,Sho1
18,3,YDR368W,35,6,C,Sho1
18,4,YGR229C,35,8,C,Sho1
18,5,YDL225W,35,10,C,Sho1
18,6,YMR216C,35,12,C,Sho1
18,7,YER149C,35,14,C,Sho1
18,8,YGR178C,35,16,C,Sho1
18,9,YBR200W,35,18,C,Sho1
18,10,YEL015W,35,20,C,Sho1
18,11,YNL098C,35,22,C,Sho1
18,12,YHR016C,35,24,C,Sho1
18,13,YDL019C,35,26,C,Sho1
18,14,YGR210C,35,28,C,Sho1
18,15,YBR102C,35,30,C,Sho1
18,16,border,35,32,C,Sho1
19,1,border,37,2,C,Sho1
19,2,YNL106C,37,4,C,Sho1
19,3,YEL015W,37,6,C,Sho1
19,4,YGL153W,37,8,C,Sho1
19,5,YAL005C,37,10,C,Sho1
19,6,YGL060W,37,12,C,Sho1
19,7,YER166W,37,14,C,Sho1
19,8,YNL255C,37,16,C,Sho1
19,9,YHR158C,37,18,C,Sho1
19,10,YDL125C,37,20,C,Sho1
19,11,YLR258W,37,22,C,Sho1
19,12,YDL160C,37,24,C,Sho1
19,13,YLL039C,37,26,C,Sho1
19,14,YBL039C,37,28,C,Sho1
19,15,YLL048C,37,30,C,Sho1
19,16,border,37,32,C,Sho1
20,1,border,39,2,C,Sho1
20,2,YNL098C,39,4,C,Sho1
20,3,YLR332W,39,6,C,Sho1
20,4,YHR114W,39,8,C,Sho1
20,5,YER008C,39,10,C,Sho1
20,6,YIL095W,39,12,C,Sho1
20,7,YHR016C,39,14,C,Sho1
20,8,YPL246C,39,16,C,Sho1
20,9,YDR170C,39,18,C,Sho1
20,10,YML131W,39,20,C,Sho1
20,11,YNL271C,39,22,C,Sho1
20,12,YGL153W,39,24,C,Sho1
20,13,YJL201W,39,26,C,Sho1
20,14,YBR234C,39,28,C,Sho1
20,15,YLR370C,39,30,C,Sho1
20,16,border,39,32,C,Sho1
21,1,border,41,2,C,Sho1
21,2,YBL039C,41,4,C,Sho1
21,3,YBL039C,41,6,C,Sho1
21,4,YMR192W,41,8,C,Sho1
21,5,YBR130C,41,10,C,Sho1
21,6,YOL147C,41,12,C,Sho1
21,7,YJL042W,41,14,C,Sho1
21,8,YPL249C,41,16,C,Sho1
21,9,YHR064C,41,18,C,Sho1
21,10,YER155C,41,20,C,Sho1
21,11,YMR080C,41,22,C,Sho1
21,12,YOL100W,41,24,C,Sho1
21,13,YLR436C,41,26,C,Sho1
21,14,YER008C,41,28,C,Sho1
21,15,YNR006W,41,30,C,Sho1
21,16,border,41,32,C,Sho1
22,1,border,43,2,C,Sho1
22,2,YER118C,43,4,C,Sho1
22,3,YKL051W,43,6,C,Sho1
22,4,YGR238C,43,8,C,Sho1
22,5,YML131W,43,10,C,Sho1
22,6,YLR337C,43,12,C,Sho1
22,7,YHR158C,43,14,C,Sho1
22,8,YLR196W,43,16,C,Sho1
22,9,YLR025W,43,18,C,Sho1
22,10,YCL024W,43,20,C,Sho1
22,11,YBR102C,43,22,C,Sho1
22,12,YDR129C,43,24,C,Sho1
22,13,YOR035C,43,26,C,Sho1
22,14,YIR006C,43,28,C,Sho1
22,15,YBR200W,43,30,C,Sho1
22,16,border,43,32,C,Sho1
23,1,border,45,2,C,Sho1
23,2,YML016C,45,4,C,Sho1
23,3,YMR026C,45,6,C,Sho1
23,4,YJL042W,45,8,C,Sho1
23,5,YDR368W,45,10,C,Sho1
23,6,YEL015W,45,12,C,Sho1
23,7,YBL085W,45,14,C,Sho1
23,8,YAR042W,45,16,C,Sho1
23,9,YMR139W,45,18,C,Sho1
23,10,YGL153W,45,20,C,Sho1
23,11,YGL197W,45,22,C,Sho1
23,12,YBR200W,45,24,C,Sho1
23,13,YPR108W,45,26,C,Sho1
23,14,YLR332W,45,28,C,Sho1
23,15,YBR023C,45,30,C,Sho1
23,16,border,45,32,C,Sho1
24,1,border,47,2,C,Sho1
24,2,border,47,4,C,Sho1
24,3,border,47,6,C,Sho1
24,4,border,47,8,C,Sho1
24,5,border,47,10,C,Sho1
24,6,border,47,12,C,Sho1
24,7,border,47,14,C,Sho1
24,8,border,47,16,C,Sho1
24,9,border,47,18,C,Sho1
24,10,border,47,20,C,Sho1
24,11,border,47,22,C,Sho1
24,12,border,47,24,C,Sho1
24,13,border,47,26,C,Sho1
24,14,border,47,28,C,Sho1
24,15,border,47,30,C,Sho1
24,16,border,47,32,C,Sho1
1,1,border,2,2,D,Sho1
1,2,border,2,4,D,Sho1
1,3,border,2,6,D,Sho1
1,4,border,2,8,D,Sho1
1,5,border,2,10,D,Sho1
1,6,border,2,12,D,Sho1
1,7,border,2,14,D,Sho1
1,8,border,2,16,D,Sho1
1,9,border,2,18,D,Sho1
1,10,border,2,20,D,Sho1
1,11,border,2,22,D,Sho1
1,12,border,2,24,D,Sho1
1,13,border,2,26,D,Sho1
1,14,border,2,28,D,Sho1
1,15,border,2,30,D,Sho1
1,16,border,2,32,D,Sho1
2,1,border,4,2,D,Sho1
2,2,YBL039C,4,4,D,Sho1
2,3,YJL128C,4,6,D,Sho1
2,4,YJL128C,4,8,D,Sho1
2,5,YHL002W,4,10,D,Sho1
2,6,YGL197W,4,12,D,Sho1
2,7,YFR004W,4,14,D,Sho1
2,8,YGL197W,4,16,D,Sho1
2,9,YGL153W,4,18,D,Sho1
2,10,YDR166C,4,20,D,Sho1
2,11,YKL129C,4,22,D,Sho1
2,12,YNL020C,4,24,D,Sho1
2,13,YNL243W,4,26,D,Sho1
2,14,YMR109W,4,28,D,Sho1
2,15,YKL117W,4,30,D,Sho1
2,16,border,4,32,D,Sho1
3,1,border,6,2,D,Sho1
3,2,YKL051W,6,4,D,Sho1
3,3,YJL095W,6,6,D,Sho1
3,4,YBR200W,6,8,D,Sho1
